AUD	1.65770000
BGN	1.95580000
BRL	6.01120000
CAD	1.50950000
CHF	0.95400000
CNY	7.87580000
CZK	25.23900000
DKK	7.46160000
GBP	0.85128000
HKD	8.57050000
HUF	395.73000000
IDR	17259.48000000
ILS	4.03590000
INR	92.27750000
ISK	152.90000000
JPY	162.72000000
KRW	1490.58000000
MXN	20.54590000
MYR	4.87200000
NOK	11.81850000
NZD	1.82400000
PHP	62.84300000
PLN	4.27030000
RON	4.97580000
SEK	11.54350000
SGD	1.44970000
THB	38.40800000
TRY	37.04480000
USD	1.09940000
ZAR	19.69930000
